baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	R2W0	R30W7	R14W7	R14W0	R2W7	R30W0	R20W0	R4W7	R18W7	R12W0	R18W0	R12W7	R4W0	R20W6	R1W7	R17W0	R17W7	R1W0	R7W0	R29W0	R23W7	R11W7	R11W0	R7W7	R29W7	R23W0	Significant	Description	Symbol	KO	Phylum
1.33749250398465	-0.968085495177181	2.40275231845991	-0.402906902946074	0.687016712963708	0.983537789322935	0	0	0	0	0	0	4	0	7	0	10	0	3	0	0	0	0	0	0	0	0	9	0	0	0	11	No	copper resistance protein C	copC, pcoC	K07156	K07156
1.63147775880377	-1.12058158756891	2.92575054233226	-0.383006538443854	0.701714916097261	0.983537789322935	0	0	0	0	0	0	0	0	17	0	19	0	0	0	0	0	0	0	0	0	0	30	21	0	0	0	No	NosR/NirI family transcriptional regulator, nitrous oxide reductase regulator	nosR	K19339	K19339
3.28920048462362	-1.12674091711546	2.21644716022437	-0.508354513175672	0.611204746466053	0.983537789322935	0	0	0	0	0	9	0	0	0	4	16	0	0	0	0	0	0	0	0	0	0	39	15	0	0	32	No	putative thiamine transport system permease protein	ynjC	K05778	K05778
1.70216719142499	-0.421543430970019	2.54621065225059	-0.165557170455405	0.868505455072302	0.986454057345887	0	0	0	0	0	0	0	0	11	0	7	0	0	0	0	0	0	0	0	0	0	15	14	0	0	16	No	HMP-PP phosphatase [EC:3.6.1.-]	cof	K11938	K11938
0.914165761228435	-0.805984284063955	2.9512849753348	-0.273096055040405	0.784779379132274	0.983537789322935	0	0	0	0	0	0	0	0	11	0	207	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	No	serine/threonine protein phosphatase 2 [EC:3.1.3.16]	pphB	K07314	K07314
0.956847822049293	-3.31721894803261	2.95423473970643	-1.12286911512057	0.261493086255755	0.983537789322935	0	0	0	0	0	17	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	12	5	0	0	0	No	manganese/iron transport system permease protein	sitC	K11605	K11605
1.7836025610026	-1.1132314540664	2.52586784974428	-0.440732263241369	0.659406836673046	0.983537789322935	0	0	0	0	0	0	0	0	9	0	11	0	0	0	0	0	0	0	0	0	0	11	21	0	0	14	No	DNA polymerase III subunit psi [EC:2.7.7.7]	holD	K02344	K02344
2.39540127948688	0.141440881379607	2.46909709693547	0.0572844549350277	0.954318603182681	0.992213692439161	0	0	0	0	0	0	0	0	19	0	7	0	0	0	0	0	0	0	0	0	0	26	26	0	0	11	No	DNA oxidative demethylase [EC:1.14.11.33]	alkB	K03919	K03919
0	0	0	0	1	NA	0	0	0	0	0	0	0	0	18	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	hydrogenase-4 component D [EC:1.-.-.-]	hyfD	K12139	K12139
0.150530716380433	1.21439143291911	2.99342626966418	0.405686101316721	0.684973255767377	0.983537789322935	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	18	26	0	0	0	No	glutarate dioxygenase [EC:1.14.11.64]	csiD	K15737	K15737
0.849072651328761	0.650714182306326	2.95377819794352	0.220298931977819	0.825638351890668	0.983537789322935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	7	0	0	4	0	30	No	pyrroloquinoline quinone biosynthesis protein D	pqqD	K06138	K06138
1.69576172554268	-0.796804245003048	2.75928916977424	-0.288771562521024	0.772756195254115	0.983537789322935	0	0	0	0	0	0	0	0	10	0	20	0	0	0	0	0	0	0	0	0	0	12	18	0	0	0	No	thiosulfate reductase cytochrome b subunit	phsC	K08354	K08354
0.210546779035821	1.47831905918154	2.99117848795114	0.494226294130024	0.621146371922616	0.983537789322935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	20	0	0	0	No	biofilm regulator BssS	bssS	K12148	K12148
1.87165910352253	-4.28684473146083	2.59048730915907	-1.6548410472053	0.0979567452280689	0.983537789322935	0	0	0	0	0	19	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	14	0	0	14	No	undecaprenyl phosphate-alpha-L-ara4N flippase subunit ArnF	arnF	K12963	K12963
0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	phosphorylase kinase alpha/beta subunit	PHKA_B	K07190	K07190
0.806079944500272	-3.07435589037339	2.95677528000874	-1.03976650209424	0.298448395562022	0.983537789322935	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	5	0	0	0	0	0	13	0	0	0	8	No	lipopolysaccharide assembly protein A	lapA	K08992	K08992
1.10309441982562	0.26522256312841	2.86989749059662	0.0924153437526693	0.92636804904547	0.988729284491584	0	0	0	0	0	0	0	0	13	0	6	0	0	0	0	0	0	0	0	0	0	8	27	0	0	12	No	putative membrane protein	ycjF	K08990	K08990
0.997048228314993	-3.38125773547975	2.95363265273298	-1.14477937273313	0.252300562098982	0.983537789322935	0	0	0	0	0	7	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	41	23	0	0	0	No	tRNA 2-thiouridine synthesizing protein B	tusB, dsrH	K07237	K07237
0.569302316450841	-0.817167844302261	2.97205248509779	-0.274950677486227	0.783354131958065	0.983537789322935	0	0	0	0	0	0	0	0	6	0	23	0	0	0	0	0	0	0	0	0	0	21	16	0	0	0	No	IclR family transcriptional regulator, negative regulator of allantoin and glyoxylate utilization operons	allR	K10973	K10973
1.00179879820661	-0.633385500123284	2.944103856375	-0.21513694184116	0.829660552749881	0.983537789322935	0	0	0	0	0	0	0	0	13	0	7	0	0	0	0	0	0	0	0	0	0	39	47	0	0	15	No	Fe-S cluster assembly protein SufA	sufA	K05997	K05997
3.36692897889574	-1.08761028064242	1.80791994793701	-0.601580994713554	0.54745308285539	0.983537789322935	0	0	0	0	0	17	0	0	6	0	5	0	3	0	0	8	0	0	0	0	0	12	5	0	13	36	No	manganese/iron transport system permease protein	sitD	K11606	K11606
0.308678332600335	-1.72699516858212	2.98123569073151	-0.579288371580698	0.562394610467855	0.983537789322935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	36	0	0	12	No	prophage endopeptidase [EC:3.4.-.-]	rzpD	K14744	K14744
3.31317372477119	-2.2148392778389	2.17853603461239	-1.01666405450712	0.309313271101446	0.983537789322935	0	0	0	0	0	11	0	0	7	0	28	0	0	0	0	0	0	0	0	0	0	14	47	0	0	10	No	uncharacterized protein	K09912	K09912	K09912
2.44129848684575	-4.67117415526678	2.49993191007875	-1.86852055307364	0.0616895480344448	0.983537789322935	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	4	0	0	49	17	0	0	34	No	aminobutyraldehyde dehydrogenase [EC:1.2.1.19]	prr	K00137	K00137
2.61024753260589	-2.57013031500783	2.39436010183062	-1.07341009944278	0.283087155130079	0.983537789322935	0	0	0	0	0	8	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	14	30	0	0	34	No	elongation factor P hydroxylase [EC:1.14.-.-]	epmC	K09906	K09906
1.61190918961009	-4.07329225239944	2.88583622661087	-1.41147727471116	0.158103931791514	0.983537789322935	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	21	23	0	0	16	No	prepilin peptidase dependent protein B	ppdB	K02680	K02680
1.25471706267498	-3.71364706115125	2.95090077307698	-1.25847913797485	0.208218527346855	0.983537789322935	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	12	26	0	0	13	No	Rho-binding antiterminator	rof	K19000	K19000
0.802039356668092	-3.06661028374974	2.95686349846899	-1.03711594577753	0.299681824606134	0.983537789322935	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	48	44	0	0	0	No	Mat/Ecp fimbriae adhesin	ecpD, matE	K21967	K21967
0.558972546850762	-2.55250669086513	2.96390506832792	-0.861197181428325	0.389129452175078	0.983537789322935	0	0	0	0	0	0	0	0	13	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	No	type 1 fimbrial protein	sfmA	K07352	K07352
2.43737239906011	-2.1254243752184	2.42646621725173	-0.87593404767271	0.381065888730047	0.983537789322935	0	0	0	0	0	12	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	17	34	0	0	18	No	serine/tyrosine/threonine adenylyltransferase [EC:2.7.7.-]	SELENOO, selO	K08997	K08997
1.80010382520928	-4.23207728396348	2.84346449752015	-1.48835242629347	0.136657975766772	0.983537789322935	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	28	26	0	0	13	No	GDP-mannose pyrophosphatase NudK [EC:3.6.1.-]	nudK	K12945	K12945
0.824528157977746	-3.1123974197643	2.95634876432672	-1.05278425107368	0.292439884547653	0.983537789322935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	17	0	0	16	No	cytochrome bd-I ubiquinol oxidase subunit X [EC:7.1.1.7]	cydX	K00424	K00424
0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	TraL protein	K12227, traL	K12227	K12227
1.36081533857444	-3.82993375780921	2.95008356138555	-1.29824585579211	0.194202865326428	0.983537789322935	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	30	28	0	0	9	No	two-component system, NarL family, uhpT operon response regulator UhpA	uhpA	K07686	K07686
1.49315219575287	-3.96224515880781	2.91960554914912	-1.35711660089239	0.174744164457617	0.983537789322935	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	10	0	0	0	30	28	0	0	0	No	two-component system, NarL family, response regulator FusR	fusR	K20264	K20264
2.40088310510645	-1.38865057961877	2.45572345883132	-0.565475145267222	0.571750625213565	0.983537789322935	0	0	0	0	0	0	0	0	0	4	10	0	0	0	0	0	0	0	0	0	0	25	30	0	0	19	No	formate hydrogenlyase maturation protein HycH	hycH	K15834	K15834
1.17881603228202	-3.62068075354945	2.95160291839024	-1.22668287491873	0.219941806679266	0.983537789322935	0	0	0	0	0	8	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	36	13	0	0	0	No	tRNA (mo5U34)-methyltransferase [EC:2.1.1.-]	cmoB	K15257	K15257
2.36197772065512	0.0303010703599433	2.47324089873391	0.0122515644858755	0.990224910393165	0.99707753200863	0	0	0	0	0	0	0	0	10	0	19	0	0	12	0	0	0	0	0	0	0	16	23	0	0	0	No	histidine transport system ATP-binding protein [EC:7.4.2.1]	hisP	K10017	K10017
2.88540633732776	-1.50807109088178	2.22766251201508	-0.676974668625912	0.498422026652667	0.983537789322935	0	0	0	0	0	15	0	0	16	0	7	0	0	0	0	0	0	0	0	0	0	10	30	0	0	23	No	excinuclease Cho [EC:3.1.25.-]	cho	K05984	K05984
1.0073657964694	-1.24692365141263	2.95093073901729	-0.422552666155723	0.672621667675903	0.983537789322935	0	0	0	0	0	10	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	No	thioesterase III [EC:3.1.2.-]	tesC	K12500	K12500
0.0891594103621815	0.569373363872971	2.99427723903142	0.190153856313302	0.849188568648556	0.983537789322935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	No	murine toxin	ymt	K11009	K11009
2.25668882199393	-0.842689343569225	2.47374693882567	-0.340653011164216	0.73336481660988	0.983537789322935	0	0	0	0	0	0	0	0	11	0	11	0	0	0	0	0	0	0	0	0	0	18	23	0	0	21	No	SecY interacting protein Syd	syd	K15723	K15723
2.06776867184201	-4.43206695473272	2.78475339053789	-1.59154737715451	0.111486442068701	0.983537789322935	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	31	28	0	0	29	No	curli production assembly/transport component CsgG	csgG	K06214	K06214
1.77535466576129	0.771775786496297	2.55098388777082	0.302540439473616	0.762240110619347	0.983537789322935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	8	9	0	0	0	7	6	0	No	CRP/FNR family transcriptional regulator, reductive dehalogenation system regulator	cprK	K21558	K21558
0.857825668152915	-3.16430029229966	2.95578455201853	-1.07054497261606	0.28437407722734	0.983537789322935	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	No	MFS transporter, ACS family, 4-hydroxyphenylacetate permease	hpaX	K02511	K02511
0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	ring-1,2-phenylacetyl-CoA epoxidase subunit PaaE	paaE	K02613	K02613
3.36696317905734	-1.01415075548414	2.20720142410459	-0.459473586963436	0.645894115290801	0.983537789322935	0	0	0	0	0	12	0	0	8	0	21	0	0	0	0	0	0	0	0	0	0	33	35	0	0	10	No	bifunctional isochorismate lyase / aryl carrier protein [EC:3.3.2.1 6.3.2.14]	entB, dhbB, vibB, mxcF	K01252	K01252
1.65949609288079	-4.11332219500106	2.63925400265716	-1.55851698656508	0.119110744477848	0.983537789322935	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	19	0	0	13	20	0	0	5	No	hydrogenase-1 operon protein HyaF	hyaF	K03618	K03618
1.53761473331645	-2.60359212770797	2.75157256739538	-0.946219684902773	0.344036547903307	0.983537789322935	0	0	0	0	0	0	0	0	6	0	8	0	0	0	0	0	0	0	0	0	0	22	22	0	0	22	No	uncharacterized protein	K09920	K09920	K09920
0.830017513311374	-3.11920543411326	2.95627360444993	-1.05511392092331	0.291373226013819	0.983537789322935	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	No	hemolysin E	hlyE, clyA, sheA	K11139	K11139
3.14042826150203	-1.55786710294017	2.37433149449138	-0.656128727835407	0.511741301799903	0.983537789322935	0	0	0	0	0	15	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	30	26	0	0	15	No	arabinose 5-phosphate isomerase [EC:5.3.1.13]	gutQ	K02467	K02467
0.982095114863435	-3.3573664310783	2.95385417711164	-1.13660533992955	0.255703306756614	0.983537789322935	0	0	0	0	0	0	0	0	0	4	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	No	hydrogenase-4 component J [EC:1.-.-.-]	hyfJ	K12145	K12145
0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	octopine/nopaline transport system permease protein	occM, nocM	K10019	K10019
0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	octopine/nopaline transport system permease protein	occQ, nocQ	K10020	K10020
0	0	0	0	1	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	21	0	0	0	No	secretion monitor	secM	K13301	K13301
1.05746232317008	-2.33646368503863	2.84505624781503	-0.821236376902217	0.411511639776393	0.983537789322935	0	0	0	0	0	0	0	0	0	0	0	0	7	4	0	0	0	13	4	0	0	0	0	0	0	0	No	glutamyl endopeptidase [EC:3.4.21.19]	sspA	K01318	K01318
0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	LysR family transcriptional regulator, regulatory protein for tcuABC	tcuR	K13794	K13794
1.5232341629416	-3.99241239026669	2.90849588242169	-1.37267252616583	0.169854173884113	0.983537789322935	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	21	27	0	0	20	No	soluble cytochrome b562	cybC	K15536	K15536
0.539607732350763	-2.50144199138391	2.9647498278044	-0.843727847767986	0.398821502390718	0.983537789322935	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	No	fimbrial-like protein	sfmF	K07355	K07355
1.206643842511	-3.65710159853503	2.95132246842922	-1.23913995764802	0.215293671581844	0.983537789322935	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	28	19	0	0	14	No	uncharacterized protein	K09917	K09917	K09917
0.52786997937233	-2.45815123678832	2.96548950597138	-0.828919216149147	0.407150120958257	0.983537789322935	0	0	0	0	0	0	0	0	0	0	0	0	9	13	0	5	0	0	0	0	0	0	0	0	0	0	No	rhamnopyranosyl-N-acetylglucosaminyl-diphospho-decaprenol beta-1,3/1,4-galactofuranosyltransferase [EC:2.4.1.287]	glft1	K16649	K16649
0.604524852045899	-2.66498935568188	2.9621453929518	-0.899682156731071	0.36828942169724	0.983537789322935	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	27	13	0	0	0	No	MFS transporter, DHA2 family, multidrug resistance protein	emrY	K07786	K07786
0	0	0	0	1	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	54	0	0	0	No	pesticin/yersiniabactin receptor	fyuA	K15721	K15721
2.65178057023266	-1.21232499255129	2.25224012420577	-0.538275195225379	0.590387073424832	0.983537789322935	0	0	0	0	0	14	0	0	8	0	12	0	0	0	0	0	0	0	0	0	0	21	24	0	0	13	No	hha toxicity modulator TomB	tomB	K19162	K19162
0.631581367290772	-2.73177348548779	2.96116309164281	-0.922533950662015	0.35625012973176	0.983537789322935	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	18	26	0	0	0	No	AraC family transcriptional regulator, glutamate-dependent acid resistance regulator	gadX	K21905	K21905
0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	TrbB protein	trbB	K12228	K12228
0.224571019867066	-1.34317239775302	2.98997135824073	-0.449225840926892	0.653268748201866	0.983537789322935	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	3-phenylpropionate/trans-cinnamate dioxygenase subunit beta [EC:1.14.12.19]	hcaF, hcaA2	K05709	K05709
2.28915791838503	-2.23164154073339	2.43770487107998	-0.91546830266812	0.359945835414918	0.983537789322935	0	0	0	0	0	8	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	15	30	0	0	18	No	Kdo2-lipid A phosphotransferase [EC:2.7.4.29]	lpxT	K19803	K19803
0.861929295657136	-1.10213969258302	2.95657359305329	-0.372776005025746	0.70931516292148	0.983537789322935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	13	0	0	11	No	AraC family transcriptional regulator, mar-sox-rob regulon activator	marA	K13632	K13632
0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	AraC family transcriptional regulator, transposon Tn10 TetD protein	tetD	K19056	K19056
0.282955138216974	-1.61882693911665	2.98376895872684	-0.542544332858598	0.587443575629151	0.983537789322935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	11	No	multiple antibiotic resistance protein MarB	marB	K13630	K13630
1.26147199481981	-0.508300919492241	2.84035880239725	-0.178956587830818	0.857971789230365	0.983964097237955	0	0	0	0	0	0	0	0	5	0	8	0	0	0	0	0	0	0	0	0	0	14	20	0	0	0	No	uncharacterized protein	K09911	K09911	K09911
0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	ring-1,2-phenylacetyl-CoA epoxidase subunit PaaB	paaB	K02610	K02610
0.153465189884294	-0.540379117291765	2.99427723903142	-0.180470635867561	0.856783105071286	0.983537789322935	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	ring-1,2-phenylacetyl-CoA epoxidase subunit PaaA [EC:1.14.13.149]	paaA	K02609	K02609
0.130475204256275	1.0175278657313	2.99411073833421	0.339843096884723	0.73397469078667	0.983537789322935	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	No	heptose II phosphotransferase [EC:2.7.1.-]	waaY, rfaY	K02850	K02850
1.02450187747643	-0.515689794198727	2.88524027159793	-0.178733743347178	0.858146772434706	0.983964097237955	0	0	0	0	0	0	0	4	0	0	9	0	0	0	0	0	0	0	0	0	0	11	13	0	0	0	No	LuxR family transcriptional regulator, csgAB operon transcriptional regulatory protein	csgD	K04333	K04333
0.894026673220153	-1.0088118577012	2.9542452276949	-0.341478712817737	0.732743227564811	0.983537789322935	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	11	13	0	0	0	No	LuxR family transcriptional regulator, positive regulator of biofilm formation	vpsT	K20918	K20918
1.31844054907816	-0.715076287812348	2.82690127291691	-0.252954107263358	0.80030367715167	0.983537789322935	0	0	0	0	0	0	0	0	6	0	16	0	0	0	0	0	0	0	0	0	0	12	0	0	0	12	No	uncharacterized protein	K09916	K09916	K09916
0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	anthranilate 1,2-dioxygenase ferredoxin component	andAb	K18248	K18248
0.183345856685638	1.0175278657313	2.99411073833421	0.339843096884723	0.73397469078667	0.983537789322935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	No	CylM protein	cylM	K20385	K20385
1.93589591454206	-1.70335069214282	2.70628839299241	-0.629404721445589	0.529084127739475	0.983537789322935	0	0	0	0	0	6	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	27	28	0	0	22	No	acetyl CoA:N6-hydroxylysine acetyl transferase [EC:2.3.1.102]	iucB	K03896	K03896
0.154339166300167	-1.04929146739013	2.9927600253265	-0.350609958202597	0.725880984681301	0.983537789322935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	76	0	0	6	No	N2-citryl-N6-acetyl-N6-hydroxylysine synthase [EC:6.3.2.38]	iucA	K03894	K03894
1.00320458095109	-3.39297898048457	2.95352529702209	-1.14878954444899	0.250642771711866	0.983537789322935	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	No	multidrug efflux pump	oqxB	K19585	K19585
0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	putative flavoprotein involved in K+ transport	K07222	K07222	K07222
0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	p-hydroxybenzoate 3-monooxygenase [EC:1.14.13.2]	pobA	K00481	K00481
0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	aggregation substance	asa1	K20382	K20382
0	0	0	0	1	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	No	outer membrane protease E [EC:3.4.21.-]	pgtE	K08477	K08477
0	0	0	0	1	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	No	plasminogen activator [EC:3.4.23.48]	pla	K08566	K08566
0.172944760122206	1.0175278657313	2.99411073833421	0.339843096884723	0.73397469078667	0.983537789322935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	No	two-component system, NtrC family, phosphoglycerate transport system response regulator PgtA	pgtA	K08476	K08476
0	0	0	0	1	NA	0	0	0	0	0	0	0	0	20	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	gamma-glutamyl-gamma-aminobutyrate hydrolase [EC:3.5.1.94]	puuD	K09473	K09473
0.257231943833612	-1.50269610263026	2.98661178054399	-0.503144102095703	0.61486296166964	0.983537789322935	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	48	0	0	10	No	aerobactin synthase [EC:6.3.2.39]	iucC	K03895	K03895
0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	1-pyrroline-2-carboxylate reductase [NAD(P)H] [EC:1.5.1.49]	lhpI	K19742	K19742
0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	1-piperideine-2-carboxylate/1-pyrroline-2-carboxylate reductase [NAD(P)H] [EC:1.5.1.1]	lhpI	K19743	K19743
2.1486180629346	-0.636638165365926	2.48944595028993	-0.255734881607604	0.798155558925839	0.983537789322935	0	0	0	0	0	0	0	0	13	0	8	0	0	0	0	0	0	0	0	0	0	17	19	0	0	23	No	uncharacterized protein	K09908	K09908	K09908
0.683183246923347	1.43954870259165	2.96618938326726	0.485319214852691	0.627449927452966	0.983537789322935	0	0	0	0	0	0	0	0	6	0	5	0	0	0	0	0	0	0	0	0	0	13	20	0	0	0	No	TetR/AcrR family transcriptional regulator, repressor for uid operon	uidR	K16138	K16138
0.18063685965652	1.34835786333709	2.99245912848898	0.450585222869169	0.652288518912191	0.983537789322935	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	type 1 fimbriae regulatory protein FimE	fimE	K07358	K07358
0.953872880003447	2.28453801486289	2.95835165916091	0.772233418494565	0.439976191895553	0.983537789322935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	14	0	4	0	0	0	0	0	0	0	No	glyine---[glycyl-carrier protein] ligase [EC:6.2.1.66]	dhbF	K04780	K04780
0.865541643945353	-3.18069708951561	2.95561045774484	-1.0761557163871	0.281857620991824	0.983537789322935	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	20	15	0	0	12	No	vitamin B12 transport system permease protein	btuC	K06073	K06073
0.128326297066895	-0.76582083515162	2.99414005661972	-0.255773217240948	0.798125955697568	0.983537789322935	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	cytochrome c oxidase subunit I [EC:7.1.1.9]	coxA, ctaD	K02274	K02274
0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	naphthalene 1,2-dioxygenase subunit beta [EC:1.14.12.12 1.14.12.23 1.14.12.24]	nahAd, ndoC, nbzAd, dntAd	K14580	K14580
0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	ATP-binding cassette, subfamily B, salmochelin/enterobactin exporter	iroC	K18895	K18895
0.101527200665253	0.791324457100444	2.99427723903142	0.264278954127982	0.791564976119063	0.983537789322935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	57	0	0	0	0	0	No	effector protein SdeA	sdeA, laiA	K15473	K15473
0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	type III secretion system protein	prgH	K22488	K22488
2.2812791347396	-3.07429257724775	2.42211131087542	-1.26926147590492	0.204347821486532	0.983537789322935	0	0	0	0	0	14	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	8	28	0	0	10	No	esterase [EC:3.1.-.-]	ybfF	K01175	K01175
0	0	0	0	1	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	No	collagen type I alpha	COL1A	K06236	K06236
