OG	Kingdom	Description	0505-0101	R1W5
31UV7	Bacteria	Glycosyltransferase family 10 (fucosyltransferase) C-term	0	3.4630652783539286
32Y1H	Bacteria	Domain of unknown function (DUF1836)	0	6.556617725177956
30ZHU	Bacteria	Fimbrillin-like	0	3.8688767873937584
2ZPWQ	Bacteria	-	0	11.084444919586838
COG5571	Bacteria	Psort location OuterMembrane, score	0	45.64188934282292
2ZZWN	Bacteria	-	0	5.081104966463811
2ZHJZ	Bacteria	Domain of unknown function (DUF4373)	0	45.55058655939112
33WNJ	Bacteria	-	0	6.665548424674173
347YC	Bacteria	-	0	6.670825682427673
2Z8CQ	Bacteria	-	0	6.670825682427673
33PD9	Bacteria	-	0	11.388661810747145
30RN1	Bacteria	Protein of unknown function (DUF3078)	0	9.122801072463409
33G7U	Bacteria	-	0	21.519802814416618
32P92	Bacteria	-	0	11.652707724247195
33CCW	Bacteria	-	0	8.667146580917668
COG4269	Bacteria	Bacterial protein of unknown function (DUF898)	0	9.462589580301316
33HM9	Bacteria	-	0	9.864712208958663
30MPQ	Bacteria	-	0	9.864712208958663
3245B	Bacteria	Psort location CytoplasmicMembrane, score	0	3.9521783561847497
32S0T	Bacteria	Domain of unknown function (DUF4134)	0	27.284852597960853
315MM	Bacteria	-	0	13.737465393507874
335KJ	Bacteria	Psort location Cytoplasmic, score 8.96	0	17.61932180828759
30RQ3	Bacteria	-	0	7.533168048166907
3124X	Bacteria	-	0	7.533168048166907
349WZ	Bacteria	-	0	5.951999594032981
33RQW	Bacteria	-	0	7.9858382654228715
32SI1	Bacteria	-	0	7.551291780639847
302SM	Bacteria	-	0	7.9551067875675
33JKJ	Bacteria	-	0	5.5730473414867525
2ZKJX	Bacteria	Two-component Enterococcus faecalis cytolysin (EFC)	0	3.980748269894595
30W1D	Bacteria	Domain of unknown function (DUF4248)	0	8.76468603039894
2Z9SP	Bacteria	Domain of unknown function (DUF4263)	0	22.69067992077368
30BQ7	Bacteria	Homologous to orf229 gp Streptococcus thermophilus bacteriophage Sfi19 gi 9632919 ref NP_049948.1	0	5.179132274709039
31161	Bacteria	Thiol-activated cytolysin	0	17.403684610345938
301GR	Bacteria	-	0	12.858198457179968
315RU	Bacteria	-	0	5.19165264357835
31JJZ	Bacteria	-	0	5.19165264357835
33T1J	Bacteria	-	0	4.796159363153869
33QJT	Bacteria	NigD-like N-terminal OB domain	0	14.632903445424501
2Z7NF	Bacteria	Domain of unknown function (DUF1735)	0	5.62728617412466
33KZ0	Bacteria	-	0	8.052041534850233
341KE	Bacteria	-	0	11.162351756881264
32UH2	Bacteria	conserved protein found in conjugate transposon	0	10.788731047406426
332AZ	Bacteria	Psort location Cytoplasmic, score 8.96	0	5.645601126432892
338M9	Bacteria	-	0	10.250814208177017
339J0	Bacteria	-	0	5.6732986932056395
2ZNDT	Bacteria	-	0	5.682591015980317
32E1Y	Bacteria	-	0	6.905944927617878
339Q4	Bacteria	Psort location Cytoplasmic, score	0	6.905944927617878
336EB	Bacteria	PFAM Phage XkdN-like protein	0	4.068991378384628
32R01	Bacteria	Major fimbrial subunit protein type IV, Fimbrillin, C-terminal	0	13.211658986269734
315EB	Bacteria	-	0	8.164797024995057
30US0	Bacteria	-	0	8.164797024995057
COG2126	Bacteria	Transporter, cation channel family protein	0	13.662903603319787
30I9M	Bacteria	-	0	4.505483625447143
33QB4	Bacteria	Putative amidase domain	0	7.378707015577338
349SH	Bacteria	-	0	7.384813916868376
COG5321	Bacteria	Pfam:DUF1052	0	3.692406958434188
335U2	Bacteria	-	0	6.980326055637725
32U7V	Bacteria	-	0	10.684645056468923
30KYE	Bacteria	Global regulator protein family	0	18.444747479051703
32X8T	Bacteria	RDD family	0	5.758044456302718
COG1928	Bacteria	C-terminal four TMM region of protein-O-mannosyltransferase	0	19.13623764016437
33RV4	Bacteria	-	0	10.663617098883234
33M1J	Bacteria	Ribbon-helix-helix domain	0	7.415508364100515
32EQA	Bacteria	-	0	15.158725137643296
33RHH	Bacteria	Family of unknown function (DUF3836)	0	9.920329841397798
33ZCC	Bacteria	-	0	24.058222727693106
32NJ7	Bacteria	-	0	5.806229175984832
2Z9MW	Bacteria	-	0	10.376950517055679
32Z60	Bacteria	-	0	21.475548304476483
30MSS	Bacteria	Psort location Cytoplasmic, score 8.96	0	4.989293445299641
32NHH	Bacteria	Domain of unknown function (DUF4248)	0	9.819733710940044
3475R	Bacteria	-	0	4.993482633038572
33SSM	Bacteria	-	0	11.076844265985429
332QI	Bacteria	Cytoplasmic, score	0	12.14713603591747
32TK0	Bacteria	-	0	9.06795304667904
32RQH	Bacteria	-	0	15.890557405168693
2Z97N	Bacteria	-	0	4.175258473030553
33E9V	Bacteria	COG NOG30522 non supervised orthologous group	0	17.039954543970946
2Z9BE	Bacteria	COG NOG28307 non supervised orthologous group	0	17.43929073641285
32RY0	Bacteria	Sigma factor regulator C-terminal	0	12.158506958483917
2Z9M0	Bacteria	-	0	5.860172315156797
2Z83M	Bacteria	Domain of unknown function (DUF4886)	0	13.00985737463064
30KR2	Bacteria	-	0	13.824940392325779
2ZP13	Bacteria	-	0	14.040834913704623
32Z57	Bacteria	Domain of unknown function (DUF4180)	0	9.310302954392565
3368E	Bacteria	O-Antigen ligase	0	22.11858271326039
344V0	Bacteria	Psort location Cytoplasmic, score 8.96	0	22.3401626171339
349T5	Bacteria	-	0	8.20005726928326
33R40	Bacteria	Fimbrillin-A associated anchor proteins Mfa1 and Mfa2	0	8.287082227846048
348PC	Bacteria	-	0	7.618151752715396
2ZNEJ	Bacteria	COG NOG26711 non supervised orthologous group	0	25.752012967785415
30XWG	Bacteria	-	0	12.707773762522793
30PDX	Bacteria	COG NOG29454 non supervised orthologous group	0	12.569512445769252
3387C	Bacteria	-	0	22.30319927933122
2ZHH7	Bacteria	-	0	5.9659877937764
30NQU	Bacteria	-	0	5.9659877937764
32KM1	Bacteria	NUMOD4 motif	0	4.272441246700387
32NHM	Bacteria	-	0	5.986578553642259
2ZUJX	Bacteria	-	0	33.38385990558933
319V0	Bacteria	-	0	3.8551667900559483
2Z8B6	Bacteria	AIPR protein	0	9.362176633245726
33DRS	Bacteria	Cro/C1-type HTH DNA-binding domain	0	4.715947015014669
3157F	Bacteria	Psort location Cytoplasmic, score 8.87	0	6.447569630727233
344QJ	Bacteria	-	0	12.947851329375336
2ZR27	Bacteria	-	0	15.456485227517295
32ZB3	Bacteria	-	0	25.54310305225679
COG3868	Bacteria	Glycoside-hydrolase family GH114	0	17.51001804495944
32NS3	Bacteria	-	0	5.6073463653421
336V0	Bacteria	-	0	7.339070854662836
COG4397	Bacteria	Mu-like prophage major head subunit gpT	0	9.00265316688144
COG4388	Bacteria	COGs COG4388 Mu-like prophage I protein	0	10.56020215011185
336AX	Bacteria	YqaJ-like viral recombinase domain	0	11.95398296572872
2ZCFE	Bacteria	-	0	12.430576698941511
2ZEUQ	Bacteria	-	0	9.972767567552498
33ADB	Bacteria	-	0	16.246225195768822
31JZE	Bacteria	-	0	5.636780983498717
2ZZ44	Bacteria	Protein of unknown function (DUF3822)	0	12.252144404527714
33Q51	Bacteria	-	0	9.999012036911875
331B3	Bacteria	Psort location CytoplasmicMembrane, score	0	12.758468685728742
32WV3	Bacteria	-	0	5.221455755830414
339IZ	Bacteria	-	0	9.560168896793984
315XI	Bacteria	-	0	6.544055677160367
30XCK	Bacteria	-	0	6.544055677160367
33QDG	Bacteria	-	0	20.64037853733425
30Y9N	Bacteria	-	0	4.366547878619402
33MNQ	Bacteria	ParE toxin of type II toxin-antitoxin system, parDE	0	6.1185575069814835
30MXH	Bacteria	-	0	7.036340467265373
3423T	Bacteria	Protein of unknown function (DUF3408)	0	5.686531783389347
2Z7IQ	Bacteria	Sulfotransferase family	0	20.666263730859708
2ZY94	Bacteria	-	0	8.318427626161485
31JKM	Bacteria	-	0	6.129367297423111
31GB5	Bacteria	-	0	9.862724216010971
2ZCPW	Bacteria	-	0	11.831375517667041
310PK	Bacteria	-	0	8.77173760652522
30W68	Bacteria	-	0	7.02360461168427
30E22	Bacteria	Psort location Cytoplasmic, score	0	5.267703852706004
3040D	Bacteria	-	0	14.084636940944275
33CMF	Bacteria	-	0	14.59875671985577
33CX3	Bacteria	-	0	16.326375537311247
31KV1	Bacteria	-	0	12.484842319689841
COG3384	Bacteria	Extradiol ring-cleavage dioxygenase class III protein subunit B	0	7.054849003065699
33W8U	Bacteria	Fimbrillin-like	0	13.358290957222245
33AY2	Bacteria	-	0	28.895783351872723
337US	Bacteria	-	0	8.834280753394522
2Z9WV	Bacteria	-	0	13.066466561098258
315R0	Bacteria	-	0	3.094756336021899
336ZP	Bacteria	Helix-turn-helix domain	0	11.494809225570323
33J83	Bacteria	-	0	9.77528955693582
30H9U	Bacteria	-	0	10.126145257441102
33PUP	Bacteria	-	0	6.200575846494613
COG1213	Bacteria	Nucleotidyl transferase	0	17.466444583332557
30UUK	Bacteria	Domain of unknown function (DUF4858)	0	17.209425900293724
33975	Bacteria	Glycosyl transferase family 11	0	7.10542180400354
348G3	Bacteria	-	0	6.661333236710419
30NMS	Bacteria	-	0	21.328818399343803
328AB	Bacteria	Cysteine-rich KTR	0	8.007949486920962
3417A	Bacteria	-	0	19.877776973444647
33VPJ	Bacteria	-	0	5.338633569063416
33WH7	Bacteria	Forkhead associated domain	0	6.913424955933822
33DRR	Bacteria	Helix-turn-helix domain	0	11.57743132181927
2ZX5H	Bacteria	-	0	11.159327536791531
30W0S	Bacteria	-	0	4.902549289164944
2ZWCU	Bacteria	-	0	4.902549289164944
334B2	Bacteria	-	0	5.348235530879167
321H3	Bacteria	-	0	7.583486362055722
33T9C	Bacteria	Domain of unknown function (DUF3869)	0	12.948190750492117
33PDA	Bacteria	Protein of unknown function (DUF1566)	0	8.036807372817865
32TVZ	Bacteria	-	0	5.80436078407133
2ZYWK	Bacteria	-	0	4.022027172286561
32EMM	Bacteria	WYL_2, Sm-like SH3 beta-barrel fold	0	7.610888235362527
30XYM	Bacteria	Psort location Cytoplasmic, score 8.96	0	7.610888235362527
30WUR	Bacteria	-	0	4.924692656395545
2ZXSS	Bacteria	-	0	6.273457628216323
33KV0	Bacteria	-	0	24.66158591465328
33RMY	Bacteria	Domain of unknown function (DUF4958)	0	8.993036392816396
2ZI04	Bacteria	-	0	12.807581219494248
31JUG	Bacteria	COG NOG27017 non supervised orthologous group	0	21.83184080956941
33UUG	Bacteria	Psort location CytoplasmicMembrane, score 9.46	0	13.524915131349768
30W6Q	Bacteria	-	0	7.638489049783507
34CHR	Bacteria	-	0	9.002781907388597
2Z8H3	Bacteria	-	0	21.522398661105253
32845	Bacteria	Domain of unknown function	0	6.319166338609672
2ZU4P	Bacteria	Psort location Cytoplasmic, score 8.87	0	8.667996394326583
2ZBGH	Bacteria	-	0	5.416427975082622
COG4861	Bacteria	Transcriptional regulator, AbiEi antitoxin, Type IV TA system	0	4.513690005498372
312M3	Bacteria	(3R)-hydroxymyristoyl- acyl carrier protein dehydratase K02372	0	4.513690005498372
3309Y	Bacteria	-	0	11.692527226140978
30W80	Bacteria	Fimbrillin-like	0	16.277585012390755
2Z7Q0	Bacteria	Protein of unknown function (DUF4127)	0	35.25235203814179
COG3571	Bacteria	Alpha/beta hydrolase family	0	4.5384902017631
32VEP	Bacteria	COG COG4577 Carbon dioxide concentrating mechanism carboxysome shell protein	0	6.813975829333568
338NB	Bacteria	-	0	5.451180348312613
30117	Bacteria	-	0	7.336673712722701
3282X	Bacteria	-	0	2.7305959265318056
COG4925	Bacteria	sulfurtransferase activity	0	17.188271250703444
3139Y	Bacteria	-	0	56.53614947243309
334H3	Bacteria	Domain of unknown function, B. Theta Gene description (DUF3873)	0	8.709122762066254
33RAG	Bacteria	Psort location Cytoplasmic, score 8.96	0	5.932634390219014
33VBH	Bacteria	Domain of unknown function (DUF4315)	0	5.024548174388641
33V2P	Bacteria	-	0	6.857977664361558
33I90	Bacteria	-	0	5.486382052700686
30P5Z	Bacteria	-	0	4.5762060491030105
345IH	Bacteria	-	0	3.664348461267758
30X8W	Bacteria	-	0	13.781373864092178
2ZCY7	Bacteria	-	0	4.126205345839344
315A5	Bacteria	Domain of unknown function, B. Theta Gene description (DUF3876)	0	9.63672805576841
31TKA	Bacteria	Psort location Cytoplasmic, score 8.96	0	19.06387113562552
33RG9	Bacteria	-	0	17.36368444628391
33BHE	Bacteria	-	0	13.642109175026148
2ZJ78	Bacteria	-	0	13.459772749883749
33D56	Bacteria	-	0	12.84324754002105
325SH	Bacteria	-	0	7.837444739844305
30CNM	Bacteria	-	0	5.998920781577251
30WFK	Bacteria	-	0	8.321694199861994
33TYA	Bacteria	-	0	4.623163558173473
32YTK	Bacteria	-	0	3.6985309568427627
2ZBSQ	Bacteria	-	0	11.46454504266473
33GSF	Bacteria	-	0	13.158770510762865
33CNB	Bacteria	-	0	5.558166073414939
30HMI	Bacteria	-	0	2.7790830367074695
32XGQ	Bacteria	Psort location Cytoplasmic, score 8.96	0	8.352862166340154
33X14	Bacteria	-	0	8.352862166340154
33BYF	Bacteria	-	0	4.640478920020095
33190	Bacteria	Psort location Cytoplasmic, score	0	7.431724625534157
332RU	Bacteria	COG COG4771 Outer membrane receptor for ferrienterochelin and colicins	0	8.866722730889016
33QE5	Bacteria	-	0	59.790010638775094
33EYP	Bacteria	COG NOG30576 non supervised orthologous group	0	71.57255221902504
30TJ4	Bacteria	-	0	10.468327598099624
316XK	Bacteria	-	0	8.4159024690235
33X0I	Bacteria	-	0	6.545702358065834
340H3	Bacteria	-	0	6.545702358065834
312QP	Bacteria	-	0	11.203626562268107
343TN	Bacteria	-	0	13.802488016362584
2ZUHS	Bacteria	-	0	20.913601190791354
30I9I	Bacteria	-	0	6.5518833206033396
33R28	Bacteria	Acyltransferase family	0	7.9558584304305695
2Z8VZ	Bacteria	Domain of unknown function (DUF4857)	0	12.668571096265797
33VK3	Bacteria	COG NOG30268 non supervised orthologous group	0	20.6820199458911
2ZHC6	Bacteria	-	0	6.570496330034317
3441D	Bacteria	-	0	5.637192259782283
332J8	Bacteria	-	0	5.637192259782283
3458M	Bacteria	-	0	2.821270213619923
33TBX	Bacteria	SusD family	0	15.269036685443304
32VRY	Bacteria	-	0	10.618509466414661
30C20	Bacteria	-	0	5.653267962424761
32QSU	Bacteria	Helix-turn-helix domain	0	4.23995097181857
32UVY	Bacteria	Psort location CytoplasmicMembrane, score 10.00	0	6.601754903356556
2ZU6R	Bacteria	-	0	5.658646699843631
327B6	Bacteria	-	0	4.243985182459843
32X6K	Bacteria	-	0	2.8320177610990953
2ZRHN	Bacteria	-	0	5.216875225313614
32S0N	Bacteria	D-ornithine 4,5-aminomutase alpha-subunit	0	5.216875225313614
327TW	Bacteria	-	0	3.794091080117952
2ZN20	Bacteria	-	0	5.221872547313184
32EE2	Bacteria	Tripartite tricarboxylate transporter TctB family	0	4.276536676052834
331HP	Bacteria	-	0	5.231895003674031
303EC	Bacteria	-	0	9.72091315947203
31M09	Bacteria	-	0	4.76083711226889
32NG3	Bacteria	-	0	3.3357902384165725
33JPE	Bacteria	-	0	9.06300236750703
33NYP	Bacteria	-	0	9.03801756964606
328UH	Bacteria	-	0	7.6467212724824405
33F05	Bacteria	-	0	7.6689073431126005
33NMY	Bacteria	-	0	8.156101919505714
339FB	Bacteria	-	0	5.277478361468309
COG3540	Bacteria	pectinesterase activity	0	9.225753611175742
2Z8VS	Bacteria	-	0	7.175881310234454
2ZKAM	Bacteria	-	0	19.456054429852887
333SY	Bacteria	-	0	10.575431506042055
30IN9	Bacteria	Domain of unknown function (DUF4179)	0	6.7298194046658155
339CG	Bacteria	-	0	6.821660629117132
32R1A	Bacteria	Single-strand binding protein family	0	7.178320604054226
2ZAJ2	Bacteria	Psort location Cytoplasmic, score 8.96	0	16.045480611451634
31EA9	Bacteria	Domain of unknown function (DUF4160)	0	4.811681182219053
COG2065	Bacteria	Also displays a weak uracil phosphoribosyltransferase activity which is not physiologically significant	0	23.709640707454323
30Y3B	Bacteria	-	0	4.330512906420028
30NA2	Bacteria	-	0	9.64208410208198
33QM6	Bacteria	-	0	2.8926253882017146
33148	Bacteria	COG NOG34575 non supervised orthologous group	0	9.445872223625628
333YZ	Bacteria	Domain of unknown function (DUF4179)	0	19.181754815568187
2ZF88	Bacteria	-	0	7.2598119268890455
COG2994	Bacteria	toxin metabolic process	0	7.719709418760246
32Q90	Bacteria	Psort location Cytoplasmic, score 8.96	0	15.252032065677602
33DYJ	Bacteria	SigmaK-factor processing regulatory protein BofA	0	9.945676199960928
2Z8Y3	Bacteria	-	0	16.397387036194015
30GAJ	Bacteria	-	0	3.4078801951095787
32WV1	Bacteria	Psort location Cytoplasmic, score	0	12.182967891208982
2ZBRY	Bacteria	-	0	15.08154764604944
30M8M	Bacteria	-	0	13.605434912450361
33QEB	Bacteria	Domain of unknown function (DUF4859)	0	9.75596745046421
COG3295	Bacteria	Putative PepSY_TM-like	0	9.139681442669882
30EXX	Bacteria	-	0	8.710024260770576
2ZU9T	Bacteria	-	0	4.882789669819266
31567	Bacteria	-	0	6.8426469863431025
339Y1	Bacteria	-	0	4.887604990245074
33A3C	Bacteria	Domain of unknown function (DUF4418)	0	4.906961763683113
2Z992	Bacteria	Protein of unknown function (DUF3780)	0	3.9255694109464905
COG1743	Bacteria	Protein of unknown function (DUF1156)	0	22.62089697190809
32ZKP	Bacteria	-	0	9.458890772560263
3223T	Bacteria	Psort location Cytoplasmic, score 8.87	0	6.876554824997703
3334Y	Bacteria	Mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase	0	17.130326125411273
32P5V	Bacteria	-	0	7.866716265681575
32W29	Bacteria	Fimbrillin-like	0	5.4191201801802205
30GU2	Bacteria	-	0	4.92647264754465
2ZXA1	Bacteria	-	0	5.9176499879220685
330NV	Bacteria	COG NOG31798 non supervised orthologous group	0	28.901543583499453
COG3640	Bacteria	Anion-transporting ATPase	0	4.438236801541651
32RJ2	Bacteria	Phage XkdN-like tail assembly chaperone protein, TAC	0	11.608495760129497
32F00	Bacteria	-	0	7.921728801979373
33UIY	Bacteria	Psort location Cytoplasmic, score	0	5.457092247917479
31DRV	Bacteria	-	0	6.959321813408619
33PI5	Bacteria	-	0	7.4639026613524155
335NM	Bacteria	-	0	5.473528723376519
340XC	Bacteria	-	0	15.304903916798288
309BA	Bacteria	Psort location CytoplasmicMembrane, score 10.00	0	14.899585387778817
COG2520	Bacteria	Methyltransferase FkbM domain	0	9.373916995370342
31MX3	Bacteria	-	0	10.012184696270005
33AER	Bacteria	Psort location CytoplasmicMembrane, score 9.99	0	7.02271666461228
30GP7	Bacteria	-	0	9.540486253871494
30XMA	Bacteria	-	0	6.025570460501066
30IV6	Bacteria	HTH domain	0	6.025570460501066
33IC7	Bacteria	Psort location CytoplasmicMembrane, score 9.75	0	6.031681064854428
2ZE8D	Bacteria	-	0	5.031504101202996
33MG6	Bacteria	-	0	5.031504101202996
32IND	Bacteria	-	0	10.377459885096533
COG2850	Bacteria	peptidyl-arginine hydroxylation	0	7.44831182350861
30NHK	Bacteria	cysteine-tRNA ligase activity	0	5.041740941235793
33W13	Bacteria	-	0	5.041740941235793
32H78	Bacteria	Helix-turn-helix domain	0	5.041740941235793
32ZUV	Bacteria	-	0	16.648212071737166
3314W	Bacteria	-	0	8.708967548602915
33QB8	Bacteria	-	0	7.585762563556148
31XBV	Bacteria	-	0	12.76587378612406
312NZ	Bacteria	Domain of unknown function (DUF5043)	0	10.862411587550127
310HN	Bacteria	-	0	7.109061835478782
COG3296	Bacteria	Domain of unknown function (DUF4870)	0	3.554530917739391
34944	Bacteria	-	0	5.591420597329437
2Z8ST	Bacteria	-	0	7.670873511629152
32YWC	Bacteria	23S rRNA-intervening sequence protein	0	9.768086234042844
34AQN	Bacteria	-	0	3.052996980990627
335P4	Bacteria	Protein of unknown function (DUF2508)	0	17.372720785026917
33CVQ	Bacteria	SigmaK-factor processing regulatory protein BofA	0	13.83269854425877
2Z9H2	Bacteria	Conjugative transposon TraM protein	0	18.972307640848452
33Y4E	Bacteria	-	0	6.124858779650216
33UTQ	Bacteria	-	0	3.5728342881292927
2Z96I	Bacteria	-	0	4.593643848371982
3073T	Bacteria	-	0	4.593643848371982
2ZBX0	Bacteria	Putative redox-active protein (C_GCAxxG_C_C)	0	4.683650953933425
30Z01	Bacteria	-	0	8.703773806723088
30XAX	Bacteria	Domain of unknown function (DUF3244)	0	8.703773806723088
3151S	Bacteria	Psort location Cytoplasmic, score 8.96	0	6.662710460740445
313GT	Bacteria	Protein of unknown function (DUF2442)	0	8.217254448289777
30TZA	Bacteria	COG NOG29882 non supervised orthologous group	0	15.480170329291349
33QQS	Bacteria	-	0	9.630649518358997
302I1	Bacteria	-	0	5.1411114368530955
33Q1H	Bacteria	-	0	4.627000009528969
2ZXVT	Bacteria	Psort location Cytoplasmic, score 8.96	0	23.17996877588202
30X23	Bacteria	-	0	10.088702097307594
30ZR8	Bacteria	Psort location Cytoplasmic, score	0	10.818779428445987
2ZC2X	Bacteria	-	0	7.2125198815925256
33V97	Bacteria	-	0	5.666979850688013
312MM	Bacteria	-	0	4.641444316246634
2ZIE3	Bacteria	-	0	4.641444316246634
34BSM	Bacteria	-	0	6.711292668708115
34BHD	Bacteria	-	0	13.126180410775442
32GSI	Bacteria	-	0	3.0975196084006806
33193	Bacteria	-	0	9.30224855747371
arCOG02402	Archaea	Cytochrome C biogenesis protein transmembrane region	0	9.30224855747371
31B4E	Bacteria	-	0	7.768074564244921
33G61	Bacteria	Peptidase U49	0	9.33143893109411
31WMH	Bacteria	COG NOG26622 non supervised orthologous group	0	5.516320523698949
3138R	Bacteria	Protein of unknown function (DUF3408)	0	9.341211076199611
33FD3	Bacteria	-	0	5.1895615164055275
334G5	Bacteria	NlpC/P60 family	0	6.91958748194827
314CE	Bacteria	-	0	172.13498480963747
34AJF	Bacteria	-	0	7.8088736443060585
30XCB	Bacteria	-	0	5.205915500242173
arCOG04221	Archaea	sugar phosphatases of the HAD superfamily	0	5.205915500242173
2ZNID	Bacteria	-	0	10.422779458791695
30U0X	Bacteria	SMI1-KNR4 cell-wall	0	4.690250362513463
3395I	Bacteria	Psort location Cytoplasmic, score 8.96	0	4.690250362513463
33M4E	Bacteria	Protein of unknown function (DUF4230)	0	3.651812728629234
34BIB	Bacteria	-	0	5.744609824982352
340J3	Bacteria	-	0	7.841822232241804
COG3124	Bacteria	Acyl carrier protein phosphodiesterase	0	6.273457628216323
341XA	Bacteria	-	0	6.280082249135583
2ZB03	Bacteria	-	0	12.09771079035705
32UR7	Bacteria	Psort location Cytoplasmic, score	0	4.1867216570008425
33U8K	Bacteria	Domain of unknown function (DUF4784)	0	15.477812975574045
3396N	Bacteria	COG NOG35229 non supervised orthologous group	0	14.660653327801137
314AJ	Bacteria	-	0	4.200026444774212
31YJA	Bacteria	-	0	3.1500198926720793
COG1993	Bacteria	Uncharacterized ACR, COG1993	0	10.199079512343822
302KF	Bacteria	-	0	4.204480598440659
33DC7	Bacteria	-	0	6.3134163494957525
2Z8I2	Bacteria	Heparin lyase	0	5.261179923566513
30TYT	Bacteria	-	0	4.208943970368634
33VGM	Bacteria	-	0	5.748612598988158
339QS	Bacteria	Lipocalin-like	0	7.381323583657268
32PPJ	Bacteria	-	0	7.381323583657268
COG4448	Bacteria	L-asparaginase II	0	11.761092970542045
COG4874	Bacteria	Amidinotransferase	0	7.397061598531284
COG4251	Bacteria	domain, Protein	0	24.669954520349695
33R3M	Bacteria	-	0	5.2836155963549745
33Q9Q	Bacteria	-	0	6.347105549896157
32S0W	Bacteria	-	0	11.0244219823885
2ZSFS	Bacteria	-	0	7.95085299320931
33KKB	Bacteria	-	0	5.306243592018569
32W7X	Bacteria	-	0	5.306243592018569
342J7	Bacteria	YtxH-like protein	0	7.976445881176905
2ZCVW	Bacteria	-	0	7.444682192123297
2Z8GA	Bacteria	Psort location OuterMembrane, score	0	21.45157735780649
311FD	Bacteria	-	0	6.920345112741904
30VYW	Bacteria	Dehydratase medium subunit	0	5.3290661954255345
2ZABF	Bacteria	-	0	12.245277036054878
326E2	Bacteria	Domain of unknown function (DUF3870)	0	16.698440803033183
32YX3	Bacteria	-	0	13.195933026045402
2ZA5G	Bacteria	Domain of unknown function (DUF4261)	0	4.272441246700387
33JUY	Bacteria	-	0	3.20433073805389
COG4531	Bacteria	ABC-type Zn2 transport system, periplasmic component surface adhesin	0	12.782759750318299
2ZA54	Bacteria	Methane oxygenase PmoA	0	10.71574447689982
COG2910	Bacteria	NAD(P)H-binding	0	10.870372541236739
3364I	Bacteria	YhhN family	0	6.4433772914459
33B44	Bacteria	HmuY protein	0	4.832533362527225
31A41	Bacteria	Protein of unknown function (DUF3916)	0	3.7586374099147757
2Z86X	Bacteria	-	0	51.764723177690776
337WW	Bacteria	-	0	8.06007725888035
30NM3	Bacteria	-	0	10.362077442994112
33PD7	Bacteria	COG NOG28927 non supervised orthologous group	0	8.080486174749566
33597	Bacteria	6-bladed beta-propeller	0	7.346376366318222
30MY7	Bacteria	-	0	8.718576365023393
33Z7M	Bacteria	-	0	6.471422867288479
30DI0	Bacteria	-	0	9.717708513579733
33UY2	Bacteria	Peptidase C10 family	0	34.24997907974409
32HKT	Bacteria	-	0	11.581713480059085
33U31	Bacteria	-	0	8.10692210030991
31MU0	Bacteria	-	0	3.783230234689399
2Z9QK	Bacteria	Protein of unknown function (DUF2786)	0	7.574720346862314
32DVY	Bacteria	-	0	4.33314200188101
33QTW	Bacteria	Susd and RagB outer membrane lipoprotein	0	14.051485630043473
2Z9ZY	Bacteria	-	0	20.147930339755654
2ZD6J	Bacteria	-	0	4.890820115015857
33QVG	Bacteria	-	0	6.528252267781491
32VU6	Bacteria	-	0	6.528252267781491
339W8	Bacteria	Tautomerase enzyme	0	5.4402100655741235
33KGG	Bacteria	-	0	4.352168178520995
3341N	Bacteria	-	0	6.535425966175882
32V38	Bacteria	Cell surface heme-binding protein Shp	0	6.417670632797564
347F9	Bacteria	6-bladed beta-propeller	0	4.356950644117254
34BW4	Bacteria	-	0	3.267712983087941
3280X	Bacteria	Domain of unknown function (DUF4330)	0	4.366547878619402
30NRU	Bacteria	-	0	2.732101103183386
COG2335	Bacteria	Fasciclin domain	0	89.15036293503414
335JM	Bacteria	-	0	10.894698903101204
32UWH	Bacteria	-	0	10.788978207119365
309C2	Bacteria	Bacteriophage HK97-gp10, putative tail-component	0	5.476278128968727
30W4Y	Bacteria	-	0	5.476278128968727
32ZW3	Bacteria	Uncharacterised protein family (UPF0158)	0	2.7381390644843635
3067W	Bacteria	-	0	8.223503956874543
2ZAM2	Bacteria	Psort location Cytoplasmic, score	0	17.2123436770388
32Y4B	Bacteria	-	0	13.508297048259767
31FTI	Bacteria	-	0	3.293044293036102
30NMU	Bacteria	-	0	6.043941352686948
335QX	Bacteria	NUMOD4 motif	0	3.846144160522392
30SYD	Bacteria	Psort location CytoplasmicMembrane, score 10.00	0	8.25088455727013
COG5322	Bacteria	Shikimate quinate 5-dehydrogenase	0	17.91444326928484
2ZTT2	Bacteria	-	0	4.956031042529137
32ZWQ	Bacteria	Glutamate decarboxylase	0	6.622759145585664
2Z7S8	Bacteria	Bacterial cellulose synthase subunit	0	5.531284913701637
32W0W	Bacteria	Psort location Cytoplasmic, score	0	6.972534654932386
31PH4	Bacteria	Protein of unknown function (DUF2589)	0	5.537464851987862
33E9Z	Bacteria	-	0	5.537464851987862
33MD8	Bacteria	-	0	31.598861113183062
COG5542	Bacteria	integral membrane protein	0	15.662297176863959
330X4	Bacteria	-	0	5.574838599399948
32WTE	Bacteria	-	0	4.459870800731399
COG3896	Bacteria	Chloramphenicol phosphotransferase-like protein	0	3.9067818060663986
33A9S	Bacteria	SMI1-KNR4 cell-wall	0	8.390573522732142
